month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
1,2008,26.094,24.035,2.026,0.33843,414.77,3,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,158.64,0.33527,0.32352,0.28765,4531.0,8.0,5.0,0.1039752650176678,2008-01-01
2,2008,25.983,24.393,2.0207,0.35868,394.85,3,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,510.29,0.35838,0.35727,0.35095,4532.0,8.0,5.0,0.1184334511189634,2008-02-01
3,2008,25.654,24.153,1.6453,0.36349,512.9,3,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,532.37,0.36359,0.36392,0.364,4533.0,8.0,5.0,0.0876914016489988,2008-03-01
4,2008,25.948,24.565,1.6736,0.36447,465.75,3,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,442.6,0.36457,0.36439,0.36731,4534.0,8.0,5.0,0.1302709069493521,2008-04-01
5,2008,26.187,24.637,1.7208,0.36043,302.0,3,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,333.07,0.36029,0.36049,0.36802,4535.0,8.0,5.0,0.154416961130742,2008-05-01
6,2008,26.362,24.078,1.6947,0.3494,181.6,3,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,96.254,0.34981,0.35212,0.3581,4536.0,8.0,5.0,0.1205535924617196,2008-06-01
7,2008,26.96,23.436,1.8285,0.31622,69.119,3,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,181.6,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,97.973,0.3155,0.31649,0.33145,4537.0,8.0,5.0,0.164605418138987,2008-07-01
8,2008,27.453,23.642,1.9141,0.31484,87.101,3,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,69.119,181.6,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,57.015,0.31377,0.31362,0.31857,4538.0,8.0,5.0,0.2726737338044758,2008-08-01
9,2008,28.16,23.652,2.2509,0.29726,118.34,3,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,87.101,69.119,181.6,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,79.042,0.29568,0.29746,0.30689,4539.0,8.0,5.0,0.2175795053003533,2008-09-01
10,2008,28.803,22.762,2.4395,0.26737,176.41,3,28.16,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,23.652,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,118.34,87.101,69.119,181.6,302.0,465.75,512.9,394.85,414.77,309.76,83.394,188.56,0.26711,0.27428,0.29188,4540.0,8.0,5.0,0.1779151943462897,2008-10-01
11,2008,29.429,22.365,2.4118,0.2335,82.761,3,28.803,28.16,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,176.41,118.34,87.101,69.119,181.6,302.0,465.75,512.9,394.85,414.77,309.76,83.394,0.23134,0.24514,0.27514,4541.0,8.0,5.0,0.0939929328621908,2008-11-01
12,2008,27.397,23.957,1.9059,0.31581,195.29,3,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,82.761,176.41,118.34,87.101,69.119,181.6,302.0,465.75,512.9,394.85,414.77,309.76,0.31124,0.30249,0.28295,4542.0,8.0,5.0,0.1096878680800942,2008-12-01
1,2009,26.739,24.073,2.0401,0.3312,292.23,3,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,195.29,82.761,176.41,118.34,87.101,69.119,181.6,302.0,465.75,512.9,394.85,414.77,0.32955,0.32504,0.31106,4543.0,9.0,5.0,0.0502650176678445,2009-01-01
2,2009,26.046,24.323,1.9628,0.35603,424.26,3,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,25.654,25.983,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,24.153,24.393,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,292.23,195.29,82.761,176.41,118.34,87.101,69.119,181.6,302.0,465.75,512.9,394.85,0.35539,0.35296,0.3443,4544.0,9.0,5.0,0.0,2009-02-01
3,2009,26.098,24.605,1.8023,0.36148,566.88,3,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,25.654,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,24.153,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,424.26,292.23,195.29,82.761,176.41,118.34,87.101,69.119,181.6,302.0,465.75,512.9,0.36147,0.36171,0.36437,4545.0,9.0,5.0,0.1239988221436984,2009-03-01
4,2009,26.163,24.312,1.6698,0.35356,452.87,3,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,25.948,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,24.565,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,1.6736,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,0.36447,566.88,424.26,292.23,195.29,82.761,176.41,118.34,87.101,69.119,181.6,302.0,465.75,0.35319,0.35328,0.35701,4546.0,9.0,5.0,0.0811542991755006,2009-04-01
5,2009,25.988,24.468,1.5193,0.36463,533.67,3,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,26.187,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,24.637,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,1.7208,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,0.36043,452.87,566.88,424.26,292.23,195.29,82.761,176.41,118.34,87.101,69.119,181.6,302.0,0.36457,0.36485,0.36558,4547.0,9.0,5.0,0.0930800942285041,2009-05-01
6,2009,26.227,24.388,1.8308,0.35512,320.18,3,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,26.362,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,24.078,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,1.6947,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,0.3494,533.67,452.87,566.88,424.26,292.23,195.29,82.761,176.41,118.34,87.101,69.119,181.6,0.35533,0.35533,0.36351,4548.0,9.0,5.0,0.0674770354743816,2009-06-01
7,2009,26.856,23.833,2.0467,0.32642,86.371,3,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,26.96,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,23.436,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,1.8285,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,0.31622,320.18,533.67,452.87,566.88,424.26,292.23,195.29,82.761,176.41,118.34,87.101,69.119,0.32684,0.32925,0.34177,4549.0,9.0,5.0,0.1643315428931095,2009-07-01
8,2009,28.183,22.872,2.1847,0.27818,66.301,3,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,27.453,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,23.642,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,1.9141,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,0.31484,86.371,320.18,533.67,452.87,566.88,424.26,292.23,195.29,82.761,176.41,118.34,87.101,0.27934,0.29024,0.31346,4550.0,9.0,5.0,0.1029701275612485,2009-08-01
9,2009,29.308,21.729,2.5489,0.2326,65.452,3,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,28.16,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,23.652,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,2.2509,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,0.29726,66.301,86.371,320.18,533.67,452.87,566.88,424.26,292.23,195.29,82.761,176.41,118.34,0.23947,0.26457,0.28946,4551.0,9.0,5.0,0.153474676089517,2009-09-01
10,2009,30.126,21.069,2.5929,0.21379,75.568,3,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,28.803,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,22.762,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,2.4395,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,0.26737,65.452,66.301,86.371,320.18,533.67,452.87,566.88,424.26,292.23,195.29,82.761,176.41,0.21973,0.24629,0.27083,4552.0,9.0,5.0,0.2633686690223792,2009-10-01
11,2009,30.316,21.126,2.7968,0.20721,46.384,3,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,29.429,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,22.365,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,2.4118,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,0.2335,75.568,65.452,66.301,86.371,320.18,533.67,452.87,566.88,424.26,292.23,195.29,82.761,0.21474,0.24095,0.25753,4553.0,9.0,5.0,0.3006478209658421,2009-11-01
12,2009,28.493,23.076,2.4824,0.25777,281.17,3,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,27.397,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,23.957,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,1.9059,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,0.31581,46.384,75.568,65.452,66.301,86.371,320.18,533.67,452.87,566.88,424.26,292.23,195.29,0.24853,0.23365,0.24841,4554.0,9.0,5.0,0.05273851590106,2009-12-01
1,2010,27.017,23.977,2.1748,0.31224,300.54,3,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,26.739,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,24.073,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,2.0401,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,0.3312,281.17,46.384,75.568,65.452,66.301,86.371,320.18,533.67,452.87,566.88,424.26,292.23,0.30708,0.28991,0.25411,4555.0,10.0,5.0,0.037926972909305,2010-01-01
2,2010,27.484,24.692,2.5474,0.3424,334.87,3,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,26.046,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,24.323,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,1.9628,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,0.35603,300.54,281.17,46.384,75.568,65.452,66.301,86.371,320.18,533.67,452.87,566.88,424.26,0.34057,0.3348,0.30502,4556.0,10.0,5.0,0.0280624263839811,2010-02-01
3,2010,27.87,24.749,2.1424,0.33339,269.91,3,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,26.098,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,24.605,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,1.8023,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,0.36148,334.87,300.54,281.17,46.384,75.568,65.452,66.301,86.371,320.18,533.67,452.87,566.88,0.33238,0.33091,0.32778,4557.0,10.0,5.0,0.0520318021201413,2010-03-01
4,2010,26.886,25.393,1.8086,0.36484,447.93,3,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,26.163,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,24.312,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,1.6698,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,0.35356,269.91,334.87,300.54,281.17,46.384,75.568,65.452,66.301,86.371,320.18,533.67,452.87,0.36473,0.36498,0.36409,4558.0,10.0,5.0,0.0439340400471142,2010-04-01
5,2010,27.469,25.452,1.7407,0.35453,286.03,3,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.988,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,24.468,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,1.5193,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,0.36463,447.93,269.91,334.87,300.54,281.17,46.384,75.568,65.452,66.301,86.371,320.18,533.67,0.35422,0.35377,0.35774,4559.0,10.0,5.0,0.0580388692579505,2010-05-01
6,2010,27.253,24.352,1.7718,0.33685,93.267,3,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,26.227,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,24.388,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,1.8308,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,0.35512,286.03,447.93,269.91,334.87,300.54,281.17,46.384,75.568,65.452,66.301,86.371,320.18,0.33685,0.33836,0.35793,4560.0,10.0,5.0,0.080359246171967,2010-06-01
7,2010,27.302,24.372,1.8109,0.3407,159.21,3,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,26.856,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,23.833,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,2.0467,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,0.32642,93.267,286.03,447.93,269.91,334.87,300.54,281.17,46.384,75.568,65.452,66.301,86.371,0.34063,0.34203,0.34591,4561.0,10.0,5.0,0.1417255594817432,2010-07-01
8,2010,28.005,23.394,1.9233,0.29158,121.33,3,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,28.183,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,22.872,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,2.1847,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,0.27818,159.21,93.267,286.03,447.93,269.91,334.87,300.54,281.17,46.384,75.568,65.452,66.301,0.2921,0.30097,0.32519,4562.0,10.0,5.0,0.2213780918727915,2010-08-01
9,2010,28.698,22.975,2.1995,0.25806,85.571,3,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,29.308,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,21.729,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,2.5489,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,0.2326,121.33,159.21,93.267,286.03,447.93,269.91,334.87,300.54,281.17,46.384,75.568,65.452,0.259,0.27039,0.29756,4563.0,10.0,5.0,0.2994110718492344,2010-09-01
10,2010,29.505,22.377,2.3683,0.22691,121.12,3,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,30.126,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,21.069,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,2.5929,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,0.21379,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,300.54,281.17,46.384,75.568,0.22705,0.24421,0.27608,4564.0,10.0,5.0,0.2341872791519434,2010-10-01
11,2010,28.674,23.104,2.2016,0.26646,104.81,3,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,30.316,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,21.126,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,2.7968,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,0.20721,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,300.54,281.17,46.384,0.26182,0.25206,0.26328,4565.0,10.0,5.0,0.247055359246172,2010-11-01
12,2010,27.234,23.781,2.0187,0.3016,240.77,3,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,28.493,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,23.076,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,2.4824,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,0.25777,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,300.54,281.17,0.2969,0.2847,0.26574,4566.0,10.0,5.0,0.0825971731448763,2010-12-01
1,2011,25.775,23.954,1.9864,0.3433,439.39,3,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,27.017,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,23.977,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,2.1748,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,0.31224,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,300.54,0.34052,0.33051,0.29845,4567.0,11.0,5.0,0.0876325088339222,2011-01-01
2,2011,25.852,24.05,1.9486,0.35676,553.04,3,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,0.35655,0.35662,0.35459,4568.0,11.0,5.0,0.0425795053003533,2011-02-01
3,2011,25.978,24.304,1.8727,0.3579,535.27,3,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,0.35777,0.35747,0.35955,4569.0,11.0,5.0,0.0332744405182567,2011-03-01
