Id,field,age,type,year,month,date,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4
7475,15,13,5,2014,8,2014-08-01,27.56,23.942,2.1317,0.31351,119.55,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,0.31368,0.31898,0.33343
7476,15,13,5,2014,9,2014-09-01,27.873,23.087,2.5205,0.27941,116.9,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,0.28057,0.28956,0.30738
7477,15,13,5,2014,10,2014-10-01,28.235,23.669,2.5016,0.28365,183.28,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,0.28186,0.28327,0.2916
7478,15,13,5,2014,11,2014-11-01,28.862,22.757,2.4947,0.25775,44.426,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,0.26073,0.27669,0.28139
7479,15,13,5,2014,12,2014-12-01,28.394,22.867,2.6142,0.26597,229.41,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,0.26684,0.27609,0.2737
7480,15,14,5,2015,1,2015-01-01,26.917,23.68,2.3017,0.30139,397.46,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,0.29733,0.28805,0.27369
7481,15,14,5,2015,2,2015-02-01,26.462,24.037,2.3371,0.32366,419.55,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,0.3199,0.3108,0.28862
7482,15,14,5,2015,3,2015-03-01,26.333,24.494,2.0629,0.34677,497.97,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,0.34513,0.34036,0.32271
7483,15,14,5,2015,4,2015-04-01,26.599,24.644,2.3053,0.34829,439.06,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,0.3475,0.34653,0.34692
7484,15,14,5,2015,5,2015-05-01,27.064,24.834,2.017,0.34697,335.66,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,0.3466,0.34667,0.34758
7485,15,14,5,2015,6,2015-06-01,27.173,24.59,2.1544,0.3354,150.53,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,0.33487,0.3351,0.34192
7486,15,14,5,2015,7,2015-07-01,27.247,24.172,2.1431,0.32136,192.01,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,0.32071,0.32207,0.33022
7487,15,14,5,2015,8,2015-08-01,28.373,23.467,2.1785,0.28435,34.278,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,0.28745,0.30067,0.31252
7488,15,14,5,2015,9,2015-09-01,28.951,22.769,2.5915,0.25461,92.948,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,0.2611,0.28287,0.29331
7489,15,14,5,2015,10,2015-10-01,29.255,22.86,2.7256,0.25178,112.9,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,0.25804,0.27974,0.28103
7490,15,14,5,2015,11,2015-11-01,29.513,22.559,2.8102,0.24738,29.354,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,0.25343,0.27348,0.27217
7491,15,14,5,2015,12,2015-12-01,28.695,23.5,2.8716,0.26544,204.15,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,0.26318,0.26629,0.26503
7492,15,15,5,2016,1,2016-01-01,27.307,24.647,2.618,0.30985,260.62,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,0.30458,0.28999,0.26721
7493,15,15,5,2016,2,2016-02-01,26.916,24.76,2.7263,0.33416,413.24,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,0.3318,0.32474,0.2982
7494,15,15,5,2016,3,2016-03-01,27.041,25.094,2.1897,0.346,506.46,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,0.34464,0.34219,0.33364
7495,15,15,5,2016,4,2016-04-01,27.415,25.366,2.2564,0.35026,370.83,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,0.34953,0.34919,0.34954
7496,15,15,5,2016,5,2016-05-01,27.738,25.059,1.9894,0.32872,400.98,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,0.32821,0.33115,0.3415
7497,15,15,5,2016,6,2016-06-01,27.711,24.195,1.9272,0.31279,124.96,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,0.31193,0.31219,0.32046
7498,15,15,5,2016,7,2016-07-01,27.632,23.868,1.9477,0.30397,137.58,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,0.3033,0.30514,0.30997
7499,15,15,5,2016,8,2016-08-01,28.707,23.07,2.2497,0.26915,87.389,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,0.27153,0.28586,0.29756
7500,15,15,5,2016,9,2016-09-01,28.659,22.987,2.3603,0.25921,92.104,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,0.25977,0.27113,0.28382
7501,15,15,5,2016,10,2016-10-01,28.946,22.839,2.3881,0.2474,291.82,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,0.24781,0.25912,0.27217
7502,15,15,5,2016,11,2016-11-01,29.068,23.174,2.4344,0.24502,40.031,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,0.24618,0.25808,0.26335
7503,15,15,5,2016,12,2016-12-01,27.697,23.592,2.2943,0.27539,316.35,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,0.2712,0.26783,0.25943
7504,16,11,5,2012,1,2012-01-01,27.485,22.956,2.0683,0.26706,380.6,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,433.14,0.25704,0.23368,0.24339
7505,16,11,5,2012,2,2012-02-01,26.549,23.297,2.096,0.30377,471.37,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,0.29733,0.27838,0.24835
7506,16,11,5,2012,3,2012-03-01,26.234,24.13,2.2271,0.34166,459.92,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,0.33991,0.33399,0.3059
7507,16,11,5,2012,4,2012-04-01,26.94,24.543,2.1819,0.33714,345.75,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,0.33594,0.33414,0.32974
7508,16,11,5,2012,5,2012-05-01,27.329,24.05,2.227,0.32305,228.45,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,0.32291,0.32563,0.33375
7509,16,11,5,2012,6,2012-06-01,27.131,23.789,2.1344,0.30872,120.39,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,0.30724,0.3068,0.31547
7510,16,11,5,2012,7,2012-07-01,26.892,24.327,1.9268,0.33259,120.56,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,0.3316,0.32893,0.32249
7511,16,11,5,2012,8,2012-08-01,27.277,23.321,2.0522,0.30337,61.441,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,0.30271,0.30512,0.31761
7512,16,11,5,2012,11,2012-11-01,29.815,21.118,2.4326,0.21182,45.405,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,0.21087,0.22919,0.25839
7513,16,11,5,2012,12,2012-12-01,27.974,22.671,2.3178,0.2585,209.58,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,0.25031,0.23437,0.24902
7514,16,12,5,2013,1,2013-01-01,26.395,24.069,2.3769,0.32757,334.95,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,0.32343,0.30735,0.26756
7515,16,12,5,2013,2,2013-02-01,26.246,24.051,2.3725,0.34441,626.85,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,0.34328,0.33941,0.32178
